ID,Name,Dex,Set,Era,Rarity,Artist,Image URL (High Res),TCGPlayer Market Link
rsv10pt5-166,Reshiram ex,643.0,White Flare,Scarlet & Violet,Special Illustration Rare,kawayoo,https://images.pokemontcg.io/rsv10pt5/166_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-166
zsv10pt5-166,Zekrom ex,644.0,Black Bolt,Scarlet & Violet,Special Illustration Rare,danciao,https://images.pokemontcg.io/zsv10pt5/166_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-166
zsv10pt5-131,Landorus,645.0,Black Bolt,Scarlet & Violet,Illustration Rare,SIE NANAHARA,https://images.pokemontcg.io/zsv10pt5/131_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-131
zsv10pt5-165,Kyurem ex,646.0,Black Bolt,Scarlet & Violet,Special Illustration Rare,chibi,https://images.pokemontcg.io/zsv10pt5/165_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-165
rsv10pt5-167,Keldeo ex,647.0,White Flare,Scarlet & Violet,Special Illustration Rare,Yuu Nishida,https://images.pokemontcg.io/rsv10pt5/167_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-167
zsv10pt5-167,Meloetta ex,648.0,Black Bolt,Scarlet & Violet,Special Illustration Rare,LINNE,https://images.pokemontcg.io/zsv10pt5/167_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-167
zsv10pt5-169,Genesect ex,649.0,Black Bolt,Scarlet & Violet,Special Illustration Rare,kantaro,https://images.pokemontcg.io/zsv10pt5/169_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-169
sv6-214,Greninja ex,658.0,Twilight Masquerade,Scarlet & Violet,Special Illustration Rare,akagi,https://images.pokemontcg.io/sv6/214_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-214
sv2-199,Fletchinder,662.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,Atsushi Furusawa,https://images.pokemontcg.io/sv2/199_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-199
me3-91,Talonflame,663.0,Perfect Order,Mega Evolution,Illustration Rare,Unknown,https://images.scrydex.com/pokemon/me3-91/large,https://prices.pokemontcg.io/tcgplayer/me3-91
me3-89,Spewpa,665.0,Perfect Order,Mega Evolution,Illustration Rare,Unknown,https://images.scrydex.com/pokemon/me3-89/large,https://prices.pokemontcg.io/tcgplayer/me3-89
sv8-193,Vivillon,666.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/193_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-193
me1-139,Litleo,667.0,Mega Evolution,Mega Evolution,Illustration Rare,Unknown,https://images.pokemontcg.io/me1/139_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-139
sv2-200,Pyroar,668.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,Po-Suzuki,https://images.pokemontcg.io/sv2/200_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-200
me3-95,Espurr,677.0,Perfect Order,Mega Evolution,Illustration Rare,Unknown,https://images.scrydex.com/pokemon/me3-95/large,https://prices.pokemontcg.io/tcgplayer/me3-95
me3-98,Doublade,680.0,Perfect Order,Mega Evolution,Illustration Rare,Unknown,https://images.scrydex.com/pokemon/me3-98/large,https://prices.pokemontcg.io/tcgplayer/me3-98
sv4-210,Aegislash,681.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Takumi Wada,https://images.pokemontcg.io/sv4/210_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-210
me2pt5-236,Slurpuff,685.0,Ascended Heroes,Mega Evolution,Illustration Rare,Yoshimoto Yoshimon,https://images.scrydex.com/pokemon/me2pt5-236/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-236
sv1-205,Clauncher,692.0,Scarlet & Violet,Scarlet & Violet,Illustration Rare,Shinya Komatsu,https://images.pokemontcg.io/sv1/205_hires.png,https://prices.pokemontcg.io/tcgplayer/sv1-205
me1-141,Clawitzer,693.0,Mega Evolution,Mega Evolution,Illustration Rare,Unknown,https://images.pokemontcg.io/me1/141_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-141
me1-143,Helioptile,694.0,Mega Evolution,Mega Evolution,Illustration Rare,Unknown,https://images.pokemontcg.io/me1/143_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-143
me2pt5-229,Heliolisk,695.0,Ascended Heroes,Mega Evolution,Illustration Rare,Takeshi Nakamura,https://images.scrydex.com/pokemon/me2pt5-229/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-229
sv6-177,Heliolisk,695.0,Twilight Masquerade,Scarlet & Violet,Illustration Rare,Tonji Matsuno,https://images.pokemontcg.io/sv6/177_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-177
me3-92,Aurorus,699.0,Perfect Order,Mega Evolution,Illustration Rare,Unknown,https://images.scrydex.com/pokemon/me3-92/large,https://prices.pokemontcg.io/tcgplayer/me3-92
sv8pt5-156,Sylveon ex,700.0,Prismatic Evolutions,Scarlet & Violet,Special Illustration Rare,Unknown,https://images.pokemontcg.io/sv8pt5/156_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8pt5-156
me2pt5-283,Mega Hawlucha ex,701.0,Ascended Heroes,Mega Evolution,Special Illustration Rare,AKIRA EGAWA,https://images.scrydex.com/pokemon/me2pt5-283/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-283
me3-93,Dedenne,702.0,Perfect Order,Mega Evolution,Illustration Rare,Unknown,https://images.scrydex.com/pokemon/me3-93/large,https://prices.pokemontcg.io/tcgplayer/me3-93
me2pt5-242,Carbink,703.0,Ascended Heroes,Mega Evolution,Illustration Rare,sui,https://images.scrydex.com/pokemon/me2pt5-242/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-242
me2pt5-237,Hop's Trevenant,709.0,Ascended Heroes,Mega Evolution,Illustration Rare,Tomowaka,https://images.scrydex.com/pokemon/me2pt5-237/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-237
sv9-169,Noibat,714.0,Journey Together,Scarlet & Violet,Illustration Rare,sowsow,https://images.pokemontcg.io/sv9/169_hires.png,https://prices.pokemontcg.io/tcgplayer/sv9-169
sv4-205,Yveltal,717.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Masako Tomii,https://images.pokemontcg.io/sv4/205_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-205
me3-120,Mega Zygarde ex,718.0,Perfect Order,Mega Evolution,Special Illustration Rare,Unknown,https://images.scrydex.com/pokemon/me3-120/large,https://prices.pokemontcg.io/tcgplayer/me3-120
me2pt5-282,Mega Diancie ex,719.0,Ascended Heroes,Mega Evolution,Special Illustration Rare,Narano,https://images.scrydex.com/pokemon/me2pt5-282/large,N/A
sv9-182,Volcanion ex,721.0,Journey Together,Scarlet & Violet,Special Illustration Rare,akagi,https://images.pokemontcg.io/sv9/182_hires.png,https://prices.pokemontcg.io/tcgplayer/sv9-182
me3-90,Rowlet,722.0,Perfect Order,Mega Evolution,Illustration Rare,Unknown,https://images.scrydex.com/pokemon/me3-90/large,https://prices.pokemontcg.io/tcgplayer/me3-90
sv5-167,Litten,725.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Makura Tami,https://images.pokemontcg.io/sv5/167_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-167
me1-153,Gumshoos,735.0,Mega Evolution,Mega Evolution,Illustration Rare,Unknown,https://images.pokemontcg.io/me1/153_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-153
sv5-169,Charjabug,737.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Mina Nakai,https://images.pokemontcg.io/sv5/169_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-169
me2pt5-230,Vikavolt,738.0,Ascended Heroes,Mega Evolution,Illustration Rare,Tonji Matsuno,https://images.scrydex.com/pokemon/me2pt5-230/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-230
sv7-149,Crabominable,740.0,Stellar Crown,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv7/149_hires.png,https://prices.pokemontcg.io/tcgplayer/sv7-149
sv5-172,Cutiefly,742.0,Temporal Forces,Scarlet & Violet,Illustration Rare,REND,https://images.pokemontcg.io/sv5/172_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-172
sv9-164,Lillie's Ribombee,743.0,Journey Together,Scarlet & Violet,Illustration Rare,saino misaki,https://images.pokemontcg.io/sv9/164_hires.png,https://prices.pokemontcg.io/tcgplayer/sv9-164
sv9-166,Lycanroc,745.0,Journey Together,Scarlet & Violet,Illustration Rare,GIDORA,https://images.pokemontcg.io/sv9/166_hires.png,https://prices.pokemontcg.io/tcgplayer/sv9-166
sv5-175,Mudsdale,750.0,Temporal Forces,Scarlet & Violet,Illustration Rare,MINAMINAMI Take,https://images.pokemontcg.io/sv5/175_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-175
sv8-194,Shiinotic,756.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/194_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-194
me2pt5-224,Salazzle,758.0,Ascended Heroes,Mega Evolution,Illustration Rare,Dsuke,https://images.scrydex.com/pokemon/me2pt5-224/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-224
me1-154,Stufful,759.0,Mega Evolution,Mega Evolution,Illustration Rare,Unknown,https://images.pokemontcg.io/me1/154_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-154
sv6pt5-79,Bewear,760.0,Shrouded Fable,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv6pt5/79_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6pt5-79
sv4-191,Wimpod,767.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Oku,https://images.pokemontcg.io/sv4/191_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-191
sv4-246,Golisopod ex,768.0,Paradox Rift,Scarlet & Violet,Special Illustration Rare,Oku,https://images.pokemontcg.io/sv4/246_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-246
sv2-214,Sandygast,769.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,Teeziro,https://images.pokemontcg.io/sv2/214_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-214
sv4-201,Minior,774.0,Paradox Rift,Scarlet & Violet,Illustration Rare,0313,https://images.pokemontcg.io/sv4/201_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-201
sv7-146,Turtonator,776.0,Stellar Crown,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv7/146_hires.png,https://prices.pokemontcg.io/tcgplayer/sv7-146
me2-104,Togedemaru,777.0,Phantasmal Flames,Mega Evolution,Illustration Rare,Orca,https://images.pokemontcg.io/me2/104_hires.png,https://prices.pokemontcg.io/tcgplayer/me2-104
me2pt5-238,Team Rocket's Mimikyu,778.0,Ascended Heroes,Mega Evolution,Illustration Rare,GOSSAN,https://images.scrydex.com/pokemon/me2pt5-238/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-238
sv8-200,Bruxish,779.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/200_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-200
sv5-184,Drampa,780.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Mékayu,https://images.pokemontcg.io/sv5/184_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-184
sv4-247,Tapu Koko ex,785.0,Paradox Rift,Scarlet & Violet,Special Illustration Rare,Jerky,https://images.pokemontcg.io/sv4/247_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-247
me1-146,Marshadow,802.0,Mega Evolution,Mega Evolution,Illustration Rare,Unknown,https://images.pokemontcg.io/me1/146_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-146
sv7-151,Zeraora,807.0,Stellar Crown,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv7/151_hires.png,https://prices.pokemontcg.io/tcgplayer/sv7-151
sv5-179,Meltan,808.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Masa,https://images.pokemontcg.io/sv5/179_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-179
me2pt5-225,Scorbunny,813.0,Ascended Heroes,Mega Evolution,Illustration Rare,Yuu Nishida,https://images.scrydex.com/pokemon/me2pt5-225/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-225
sv7-147,Raboot,814.0,Stellar Crown,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv7/147_hires.png,https://prices.pokemontcg.io/tcgplayer/sv7-147
me1-142,Inteleon,818.0,Mega Evolution,Mega Evolution,Illustration Rare,Unknown,https://images.pokemontcg.io/me1/142_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-142
sv1-222,Skwovet,819.0,Scarlet & Violet,Scarlet & Violet,Illustration Rare,Teeziro,https://images.pokemontcg.io/sv1/222_hires.png,https://prices.pokemontcg.io/tcgplayer/sv1-222
sv10-205,Arven's Greedent,820.0,Destined Rivals,Scarlet & Violet,Illustration Rare,Natsumi Yoshida,https://images.pokemontcg.io/sv10/205_hires.png,https://prices.pokemontcg.io/tcgplayer/sv10-205
sv2-225,Rookidee,821.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,GOSSAN,https://images.pokemontcg.io/sv2/225_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-225
sv4-184,Dottler,825.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Tetsu Kayama,https://images.pokemontcg.io/sv4/184_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-184
sv10-198,Team Rocket's Orbeetle,826.0,Destined Rivals,Scarlet & Violet,Illustration Rare,HYOGONOSUKE,https://images.pokemontcg.io/sv10/198_hires.png,https://prices.pokemontcg.io/tcgplayer/sv10-198
sv9-170,Hop's Wooloo,831.0,Journey Together,Scarlet & Violet,Illustration Rare,MINAMINAMI Take,https://images.pokemontcg.io/sv9/170_hires.png,https://prices.pokemontcg.io/tcgplayer/sv9-170
me2-99,Yamper,835.0,Phantasmal Flames,Mega Evolution,Illustration Rare,tono,https://images.pokemontcg.io/me2/99_hires.png,https://prices.pokemontcg.io/tcgplayer/me2-99
sv6-185,Applin,840.0,Twilight Masquerade,Scarlet & Violet,Illustration Rare,Katsunori Sato,https://images.pokemontcg.io/sv6/185_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-185
sv8-210,Flapple,841.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/210_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-210
sv8-211,Appletun,842.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/211_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-211
sv6-176,Cramorant,845.0,Twilight Masquerade,Scarlet & Violet,Illustration Rare,Fujimoto Gold,https://images.pokemontcg.io/sv6/176_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-176
me2-103,Toxtricity,849.0,Phantasmal Flames,Mega Evolution,Illustration Rare,Terada Tera,https://images.pokemontcg.io/me2/103_hires.png,https://prices.pokemontcg.io/tcgplayer/me2-103
sv8-207,Clobbopus,852.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/207_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-207
me2pt5-287,Marnie's Grimmsnarl ex,861.0,Ascended Heroes,Mega Evolution,Special Illustration Rare,Ligton,https://images.scrydex.com/pokemon/me2pt5-287/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-287
me2pt5-245,Galarian Obstagoon,862.0,Ascended Heroes,Mega Evolution,Illustration Rare,Krgc,https://images.scrydex.com/pokemon/me2pt5-245/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-245
sv7-152,Milcery,868.0,Stellar Crown,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv7/152_hires.png,https://prices.pokemontcg.io/tcgplayer/sv7-152
sv5-168,Snom,872.0,Temporal Forces,Scarlet & Violet,Illustration Rare,N-DESIGN Inc.,https://images.pokemontcg.io/sv5/168_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-168
sv2-205,Eiscue,875.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,Nelnal,https://images.pokemontcg.io/sv2/205_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-205
sv3-222,Eiscue ex,875.0,Obsidian Flames,Scarlet & Violet,Special Illustration Rare,Toshinao Aoki,https://images.pokemontcg.io/sv3/222_hires.png,https://prices.pokemontcg.io/tcgplayer/sv3-222
sv4-206,Morpeko,877.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Yuu Nishida,https://images.pokemontcg.io/sv4/206_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-206
sv6pt5-76,Cufant,878.0,Shrouded Fable,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv6pt5/76_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6pt5-76
me2pt5-247,Dreepy,885.0,Ascended Heroes,Mega Evolution,Illustration Rare,Jerky,https://images.scrydex.com/pokemon/me2pt5-247/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-247
me2pt5-248,Drakloak,886.0,Ascended Heroes,Mega Evolution,Illustration Rare,Jerky,https://images.scrydex.com/pokemon/me2pt5-248/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-248
sv8pt5-165,Dragapult ex,887.0,Prismatic Evolutions,Scarlet & Violet,Special Illustration Rare,Unknown,https://images.pokemontcg.io/sv8pt5/165_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8pt5-165
sv9-186,Hop's Zacian ex,888.0,Journey Together,Scarlet & Violet,Special Illustration Rare,DOM,https://images.pokemontcg.io/sv9/186_hires.png,https://prices.pokemontcg.io/tcgplayer/sv9-186
me2-100,Zacian,888.0,Phantasmal Flames,Mega Evolution,Illustration Rare,Yoriyuki Ikegami,https://images.pokemontcg.io/me2/100_hires.png,https://prices.pokemontcg.io/tcgplayer/me2-100
sv10-201,Zamazenta,889.0,Destined Rivals,Scarlet & Violet,Illustration Rare,Takumi Wada,https://images.pokemontcg.io/sv10/201_hires.png,https://prices.pokemontcg.io/tcgplayer/sv10-201
sv8pt5-168,Bloodmoon Ursaluna ex,901.0,Prismatic Evolutions,Scarlet & Violet,Special Illustration Rare,Unknown,https://images.pokemontcg.io/sv8pt5/168_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8pt5-168
sv6-216,Bloodmoon Ursaluna ex,901.0,Twilight Masquerade,Scarlet & Violet,Special Illustration Rare,MINAMINAMI Take,https://images.pokemontcg.io/sv6/216_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-216
sv6-180,Enamorus,905.0,Twilight Masquerade,Scarlet & Violet,Illustration Rare,GOTO minori,https://images.pokemontcg.io/sv6/180_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-180
sv2-196,Sprigatito,906.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,Kouki Saitou,https://images.pokemontcg.io/sv2/196_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-196
sv2-197,Floragato,907.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,Kouki Saitou,https://images.pokemontcg.io/sv2/197_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-197
sv2-256,Meowscarada ex,908.0,Paldea Evolved,Scarlet & Violet,Special Illustration Rare,Kouki Saitou,https://images.pokemontcg.io/sv2/256_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-256
sv2-201,Fuecoco,909.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,kantaro,https://images.pokemontcg.io/sv2/201_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-201
sv2-202,Crocalor,910.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,kantaro,https://images.pokemontcg.io/sv2/202_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-202
sv2-258,Skeledirge ex,911.0,Paldea Evolved,Scarlet & Violet,Special Illustration Rare,kantaro,https://images.pokemontcg.io/sv2/258_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-258
sv2-206,Quaxly,912.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,Souichirou Gunjima,https://images.pokemontcg.io/sv2/206_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-206
sv2-207,Quaxwell,913.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,Souichirou Gunjima,https://images.pokemontcg.io/sv2/207_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-207
sv2-260,Quaquaval ex,914.0,Paldea Evolved,Scarlet & Violet,Special Illustration Rare,Souichirou Gunjima,https://images.pokemontcg.io/sv2/260_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-260
sv3-209,Lechonk,915.0,Obsidian Flames,Scarlet & Violet,Illustration Rare,Narumi Sato,https://images.pokemontcg.io/sv3/209_hires.png,https://prices.pokemontcg.io/tcgplayer/sv3-209
sv1-199,Tarountula,917.0,Scarlet & Violet,Scarlet & Violet,Illustration Rare,Miki Tanaka,https://images.pokemontcg.io/sv1/199_hires.png,https://prices.pokemontcg.io/tcgplayer/sv1-199
sv1-243,Spidops ex,918.0,Scarlet & Violet,Scarlet & Violet,Special Illustration Rare,Miki Tanaka,https://images.pokemontcg.io/sv1/243_hires.png,https://prices.pokemontcg.io/tcgplayer/sv1-243
sv10-187,Team Rocket's Spidops,918.0,Destined Rivals,Scarlet & Violet,Illustration Rare,NC Empire,https://images.pokemontcg.io/sv10/187_hires.png,https://prices.pokemontcg.io/tcgplayer/sv10-187
me2-96,Nymble,919.0,Phantasmal Flames,Mega Evolution,Illustration Rare,Nakamura Ippan,https://images.pokemontcg.io/me2/96_hires.png,https://prices.pokemontcg.io/tcgplayer/me2-96
sv4pt5-226,Pawmi,921.0,Paldean Fates,Scarlet & Violet,Illustration Rare,REND,https://images.pokemontcg.io/sv4pt5/226_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4pt5-226
sv1-209,Pawmot,922.0,Scarlet & Violet,Scarlet & Violet,Illustration Rare,Kouki Saitou,https://images.pokemontcg.io/sv1/209_hires.png,https://prices.pokemontcg.io/tcgplayer/sv1-209
sv2-226,Maushold,925.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,Mizue,https://images.pokemontcg.io/sv2/226_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-226
sv1-213,Fidough,926.0,Scarlet & Violet,Scarlet & Violet,Illustration Rare,Tika Matsuno,https://images.pokemontcg.io/sv1/213_hires.png,https://prices.pokemontcg.io/tcgplayer/sv1-213
sv7-169,Dachsbun ex,927.0,Stellar Crown,Scarlet & Violet,Special Illustration Rare,Unknown,https://images.pokemontcg.io/sv7/169_hires.png,https://prices.pokemontcg.io/tcgplayer/sv7-169
sv1-200,Dolliv,929.0,Scarlet & Violet,Scarlet & Violet,Illustration Rare,Oswaldo KATO,https://images.pokemontcg.io/sv1/200_hires.png,https://prices.pokemontcg.io/tcgplayer/sv1-200
sv2-264,Squawkabilly ex,931.0,Paldea Evolved,Scarlet & Violet,Special Illustration Rare,Amelicart,https://images.pokemontcg.io/sv2/264_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-264
sv2-220,Nacli,932.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,Ryota Murayama,https://images.pokemontcg.io/sv2/220_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-220
me1-147,Garganacl,934.0,Mega Evolution,Mega Evolution,Illustration Rare,Unknown,https://images.pokemontcg.io/me1/147_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-147
sv4-202,Garganacl,934.0,Paradox Rift,Scarlet & Violet,Illustration Rare,kodama,https://images.pokemontcg.io/sv4/202_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-202
